N,P,K,pH,Rain,Temp,Humid,Crop,Fertilizer,Fertilizer_class
125,65,150,6.5,1000.0,30.0,56.3541820949045,Sugarcane,Urea,2
113,33,34,6.559817161,153.477776,26.00373964,62.1445102,Coffee,20:20:20 NPK,15
140,80,40,7.5,500.0,20.0,65.58723129849339,Maize,SSP,1
55,50,80,5.5,900.0,20.0,43.584890725008606,Ginger,DAP,0
30,28,30,5.064613314,98.46768642,31.86641378,52.19331595,Mango,SSP,1
40,25,20,6.5,500.0,30.0,76.49933544229464,Tur,MOP,3
150,60,70,6.5,1100.0,30.0,81.42484603368291,Sugarcane,MOP,3
120,70,45,7.0,900.0,20.0,77.7726675346767,Wheat,19:19:19 NPK,6
14,74,19,6.624966131,93.12330644,18.39759147,36.82639309,PigeonPeas,19:19:19 NPK,6
125,75,40,6.5,600.0,25.0,78.8327169071993,Maize,MOP,3
100,80,55,6.5,800.0,25.0,47.63694051337688,Cotton,12:32:16 NPK,7
140,50,60,7.0,1000.0,35.0,59.36901007252766,Cotton,DAP,0
121,45,22,6.443785385,64.23026638,22.45942937,81.30681027,Cotton,Urea,2
29,140,195,5.560521058,116.7431319,23.64082979,90.95257927,Apple,Ferrous Sulphate,8
100,80,50,7.0,1000.0,35.0,57.278809201952505,Cotton,DAP,0
145,60,90,6.5,700.0,25.0,73.19930066478942,Sugarcane,MOP,3
35,35,40,7.5,800.0,30.0,76.87148078563995,Jowar,SSP,1
60,60,60,6.0,600.0,20.0,61.74865393662452,Wheat,19:19:19 NPK,6
140,50,75,7.5,1000.0,35.0,48.32789794670643,Cotton,13:32:26 NPK,18
61,51,51,6.574677594,120.9512466,39.30050027,94.16193416,Papaya,Urea,2
55,45,80,6.0,900.0,20.0,56.29173331408068,Ginger,Urea,2
145,60,150,6.0,900.0,30.0,72.66420025457059,Sugarcane,Urea,2
6,62,22,5.824090984,120.4509288,20.53052663,18.09224048,KidneyBeans,Chilated Micronutrient,11
140,70,60,6.5,500.0,20.0,60.27898196886865,Maize,Urea,2
100,75,55,7.5,800.0,15.0,66.11922353022763,Wheat,19:19:19 NPK,6
52,51,53,6.985804083,210.2735346,38.38231475,93.10378595,Papaya,Urea,2
41,0,0,6.715267006425881,819.1890095280302,30.0,60.0,Groundnut,Urea,2
40,30,30,6.5,300.0,30.0,54.82021722870627,Tur,Urea,2
16,139,203,6.27564088,65.84748763,17.82803682,80.96093443,Grapes,12:32:16 NPK,7
25,20,35,6.0,1000.0,30.0,77.30416029422867,Rice,50:26:26 NPK,16
100,55,50,6.0,800.0,25.0,80.70625362130401,Cotton,DAP,0
39,0,0,6.715267006425881,819.1890095280302,38.0,72.0,Wheat,Urea,2
33,37,19,7.183189922,43.4826194,27.92678579,86.5543196,MungBean,SSP,1
18,74,15,5.70836603,146.4727237,24.9035819,22.27512704,KidneyBeans,SSP,1
5,59,15,5.97229163,134.1811718,18.87492997,20.18238348,KidneyBeans,Urea,2
107,21,26,7.235070264,144.6861336,26.45288458,55.32222678,Coffee,Urea,2
40,55,20,6.0,600.0,25.0,72.03176706919265,Tur,Urea,2
115,65,45,6.5,600.0,20.0,51.755694309600905,Wheat,19:19:19 NPK,6
60,25,35,6.0,500.0,25.0,59.8242592432575,Groundnut,SSP,1
135,75,70,8.0,1200.0,35.0,29.29801860001757,Sugarcane,MOP,3
145,75,140,6.5,900.0,30.0,61.90594535359594,Sugarcane,DAP,0
28,37,28,6.097869767,98.63333684,32.13409675,50.52559148,Mango,SSP,1
19,15,34,5.685889066,215.9195049,26.29644905,99.65809151,Coconut,Urea,2
26,9,32,6.470465614,144.1571109,25.9490364,94.73860514,Coconut,MOP,3
105,60,70,8.0,500.0,10.0,65.66706353268317,Cotton,12:32:16 NPK,7
130,70,130,7.5,1200.0,30.0,71.03196336375362,Sugarcane,MOP,3
40,30,30,7.5,600.0,35.0,55.0430967803792,Moong,MOP,3
4,80,16,7.441976825,44.93261911,29.19585548,68.01965728,Lentil,SSP,1
120,60,125,6.5,1300.0,35.0,56.81913142954804,Sugarcane,MOP,3
80,50,40,6.5,600.0,20.0,45.135259282153065,Wheat,19:19:19 NPK,6
150,75,45,7.0,500.0,20.0,43.437288323843035,Maize,MOP,3
140,75,55,7.0,600.0,20.0,53.416875049356385,Maize,MOP,3
115,80,55,6.0,500.0,15.0,63.90230880624797,Wheat,19:19:19 NPK,6
40,55,70,6.5,1000.0,35.0,53.51804856992591,Ginger,Ammonium Sulphate,14
75,50,50,7.0,800.0,25.0,78.05505721943383,Jowar,10:26:26 NPK,4
145,60,85,7.0,800.0,30.0,50.933076269303854,Sugarcane,Urea,2
120,70,70,7.5,1200.0,30.0,47.4438995738335,Sugarcane,Urea,2
64,45,43,5.534878156,209.9001977,25.62980105,83.52842314,Rice,Urea,2
140,75,100,6.5,700.0,30.0,65.15984086961288,Sugarcane,Urea,2
120,80,145,7.0,1000.0,35.0,53.707437665392476,Sugarcane,DAP,0
110,60,65,6.5,1000.0,35.0,36.14063278114449,Cotton,12:32:16 NPK,7
115,80,40,6.5,800.0,15.0,63.90652735639405,Wheat,Urea,2
130,75,120,7.0,1400.0,20.0,69.32304009540024,Sugarcane,DAP,0
60,35,25,6.5,600.0,30.0,49.247320246467986,Moong,MOP,3
145,65,45,6.0,600.0,25.0,76.07520705380215,Maize,MOP,3
108,35,25,6.971963169,161.5279095,23.98143338,61.10935084,Coffee,Urea,2
135,90,125,7.0,900.0,20.0,58.39569396824025,Sugarcane,MOP,3
8,50,21,6.218923893,50.49913241,28.62911222,89.1148059,MungBean,Chilated Micronutrient,11
78,58,44,5.108681786,284.4364567,26.80079604,80.88684822,Rice,Urea,2
14,29,32,6.942520105,97.51952041,35.63627319,48.97047762,Mango,Urea,2
7,20,12,6.475275337,110.0447896,16.53460397,94.76759975,Orange,Urea,2
140,65,125,6.5,1000.0,25.0,60.748228238385465,Sugarcane,Urea,2
115,80,75,7.5,500.0,30.0,50.5261487137632,Cotton,DAP,0
65,45,40,6.5,600.0,20.0,68.769376149437,Wheat,19:19:19 NPK,6
30,50,30,7.0,800.0,25.0,68.76117840661769,Groundnut,Chilated Micronutrient,11
150,60,145,7.0,1000.0,35.0,31.539653857709837,Sugarcane,MOP,3
70,50,60,6.0,500.0,15.0,82.0813299784241,Wheat,19:19:19 NPK,6
110,60,55,7.5,800.0,25.0,75.98285556527631,Cotton,DAP,0
22,67,78,6.204090835,72.32667516,17.16606398,14.42457525,ChickPea,Magnesium Sulphate,5
31,13,33,5.85971872,205.5463111,27.63834933,95.48763389,Coconut,Urea,2
14,76,20,7.042474679,36.5011366,29.05941162,62.10652364,Lentil,SSP,1
110,75,40,6.5,600.0,20.0,51.952864036789194,Wheat,19:19:19 NPK,6
83,94,47,6.469370954,112.1355384,27.39872329,81.10523402,Banana,19:19:19 NPK,6
115,70,75,8.0,600.0,20.0,64.53377555498423,Cotton,DAP,0
130,75,60,8.0,1100.0,25.0,73.4773097475339,Sugarcane,MOP,3
100,75,50,7.5,1000.0,25.0,78.08556740176833,Wheat,19:19:19 NPK,6
150,80,100,6.5,700.0,25.0,79.1578644959812,Sugarcane,DAP,0
9,16,39,6.101198974,105.1834976,18.41164435,91.11927248,Pomegranate,Urea,2
135,60,75,6.5,1000.0,35.0,60.20440868735552,Sugarcane,MOP,3
145,80,95,6.5,700.0,20.0,57.56256294848218,Sugarcane,Urea,2
120,45,60,6.0,1400.0,30.0,48.02402503172307,Rice,50:26:26 NPK,16
115,50,60,7.0,1000.0,35.0,21.555769889810136,Cotton,DAP,0
120,65,50,7.0,500.0,15.0,60.70452944907816,Wheat,Urea,2
82,23,49,6.873283991,51.70497792,26.81383586,87.21986949,Watermelon,19:19:19 NPK,6
40,20,25,6.5,400.0,25.0,65.52674691837359,Moong,Urea,2
45,30,30,6.0,300.0,20.0,50.928921388169584,Soybean,SSP,1
82,46,41,6.581693772,187.3096148,23.3250131,79.79609448,Jute,Urea,2
118,15,45,6.538006356,48.01138482,24.21495706,84.20576992,Watermelon,Magnesium Sulphate,5
60,40,55,7.5,900.0,30.0,62.43274041122811,Jowar,10:26:26 NPK,4
50,30,15,6.5,600.0,25.0,62.073466543569396,Gram,DAP,0
120,80,70,8.0,600.0,30.0,53.1261232289187,Cotton,Magnesium Sulphate,5
110,65,65,8.0,600.0,15.0,62.395380557843446,Cotton,Magnesium Sulphate,5
65,40,40,6.0,500.0,15.0,76.95663148451688,Wheat,19:19:19 NPK,6
140,80,135,6.5,1000.0,20.0,59.53430145922287,Sugarcane,Urea,2
100,60,70,8.0,500.0,10.0,71.45565314447495,Cotton,12:32:16 NPK,7
20,27,41,5.700088663,110.5764023,20.51343484,92.51675903,Pomegranate,Urea,2
130,75,95,7.0,800.0,20.0,71.60290626221668,Sugarcane,DAP,0
30,30,30,6.0,800.0,20.0,42.98478602160306,Urad,DAP,0
145,50,50,7.0,800.0,25.0,52.52131301747325,Cotton,13:32:26 NPK,18
140,60,80,6.5,700.0,20.0,45.61285464666574,Sugarcane,DAP,0
40,68,17,7.733149554,70.40795007,34.1262979,65.14877461,Blackgram,SSP,1
105,65,60,7.5,600.0,15.0,63.245839914233535,Cotton,DAP,0
10,24,27,5.708409601,145.9298935,27.57283516,94.90485697,Coconut,SSP,1
150,60,75,7.5,1000.0,35.0,47.35647995436387,Cotton,Magnesium Sulphate,5
100,40,70,6.0,900.0,30.0,50.713251538394616,Cotton,Magnesium Sulphate,5
135,60,60,6.0,1000.0,35.0,41.734321322777646,Cotton,13:32:26 NPK,18
60,55,60,6.0,700.0,25.0,42.17107841447664,Wheat,Urea,2
100,65,50,7.0,500.0,15.0,66.50388177812222,Wheat,Urea,2
20,50,25,7.0,700.0,35.0,38.11712071113363,Gram,DAP,0
50,50,60,6.5,1000.0,25.0,68.4653999930883,Ginger,Urea,2
35,134,204,5.841138354,66.00817551,9.949929082,82.55138983,Grapes,DAP,0
135,65,140,6.5,900.0,30.0,77.3356374882213,Sugarcane,Urea,2
85,45,130,7.0,700.0,20.0,56.5995647188016,Grapes,10:10:10 NPK,9
60,35,25,6.5,700.0,30.0,81.82779567068792,Tur,Urea,2
145,70,120,6.5,1000.0,25.0,79.94995353300297,Sugarcane,MOP,3
90,55,45,7.0,1000.0,25.0,47.35081772039479,Rice,50:26:26 NPK,16
110,80,70,8.0,600.0,30.0,80.68614015488586,Cotton,Magnesium Sulphate,5
25,10,10,6.0,600.0,25.0,46.51929766395199,Moong,Urea,2
22,18,33,6.621623545,93.92375879,30.41235793,52.48100602,Mango,Urea,2
130,80,90,7.0,800.0,25.0,54.43849359611891,Sugarcane,DAP,0
89,11,47,6.327822962,27.8659442,29.78714005,94.65343534,Muskmelon,Urea,2
100,40,65,6.5,800.0,25.0,81.62141649299784,Cotton,13:32:26 NPK,18
125,65,140,7.5,1500.0,35.0,54.926746826073185,Sugarcane,DAP,0
71,52,43,6.732826127,180.2513601,26.47549543,73.96164569,Jute,19:19:19 NPK,6
50,50,80,5.5,900.0,20.0,46.06906564196341,Ginger,DAP,0
32,41,16,7.702287236,68.54877876,28.63618921,61.39451307,MothBeans,SSP,1
16,56,17,7.445444883,176.6165894,33.80020039,40.03262418,PigeonPeas,DAP,0
114,79,51,6.313197204,112.0700033,26.21009246,82.34429458,Banana,19:19:19 NPK,6
120,70,60,7.0,900.0,30.0,64.47026787363154,Cotton,DAP,0
36,19,32,4.94295037,92.37238878,27.10710832,50.70880979,Mango,SSP,1
130,80,75,8.5,1000.0,20.0,55.27403594625485,Sugarcane,MOP,3
150,40,50,6.0,800.0,25.0,63.192706746629106,Cotton,DAP,0
90,40,40,6.0,500.0,15.0,66.46001720013524,Wheat,19:19:19 NPK,6
80,90,47,6.21084479,107.3944717,26.59743595,79.35898915,Banana,19:19:19 NPK,6
31,121,201,5.731535258,110.712841,23.15791104,90.34396882,Apple,Ferrous Sulphate,8
105,40,50,6.0,800.0,25.0,79.10055528381542,Cotton,DAP,0
125,80,140,7.0,1400.0,20.0,73.293599355642,Sugarcane,MOP,3
65,55,60,6.0,700.0,25.0,61.48601950900121,Wheat,Urea,2
105,80,45,7.5,900.0,30.0,72.3886296593025,Cotton,DAP,0
9,29,9,6.715267006425881,819.1890095280302,30.0,60.0,Cotton,14-35-14,17
42,60,47,6.834808348,136.8277041,33.46873719,92.12746225,Papaya,Urea,2
100,60,45,7.0,900.0,20.0,66.10806621232405,Wheat,Urea,2
115,80,50,7.0,1000.0,35.0,59.816105697537395,Cotton,DAP,0
105,55,45,7.0,500.0,15.0,49.819994845328644,Wheat,19:19:19 NPK,6
60,45,80,6.0,900.0,20.0,64.20273674891487,Ginger,Urea,2
90,60,50,7.5,800.0,15.0,80.1224577261984,Wheat,Urea,2
50,25,20,7.5,600.0,30.0,57.02887071596689,Jowar,10:26:26 NPK,4
120,75,55,7.5,500.0,20.0,64.60492975791223,Maize,Urea,2
60,46,22,6.625404348,87.9298085,24.89364635,65.61418761,Maize,Urea,2
40,55,65,5.5,900.0,30.0,64.19421264527759,Ginger,Urea,2
40,40,25,6.5,700.0,30.0,52.978140022245,Tur,SSP,1
125,90,135,6.5,900.0,30.0,46.79382967620088,Sugarcane,DAP,0
30,40,25,6.5,600.0,30.0,46.10505057267977,Groundnut,SSP,1
23,45,21,8.985348193,74.44330654,31.46511256,51.79939437,MothBeans,Chilated Micronutrient,11
84,57,25,6.489040367,64.40866039,22.53510514,67.99257471,Maize,Urea,2
55,40,40,7.0,900.0,35.0,37.68988880816762,Jowar,10:26:26 NPK,4
120,60,45,7.0,1200.0,35.0,32.008047248937814,Rice,Urea,2
24,80,22,5.635993966,96.77285817,16.71170642,19.17651433,KidneyBeans,DAP,0
88,21,27,7.231166546,181.6368274,24.43011925,66.02411187,Coffee,Urea,2
75,60,40,6.5,900.0,30.0,49.647378026688145,Jowar,Urea,2
114,21,55,6.472756256,57.51549686,25.4438391,87.9392312,Watermelon,Magnesium Sulphate,5
9,51,19,5.49091063,48.25207759,27.04453473,49.32609633,MothBeans,SSP,1
25,30,35,5.5,700.0,25.0,61.18452602780565,Rice,50:26:26 NPK,16
115,50,55,7.5,600.0,20.0,46.41190369107526,Wheat,19:19:19 NPK,6
110,28,46,6.49889585,51.26046418,24.29105004,88.04541346,Watermelon,Magnesium Sulphate,5
70,55,50,7.5,600.0,20.0,77.27216880734933,Wheat,19:19:19 NPK,6
25,57,24,6.974978386,36.94255012,27.65472156,58.59986279,MothBeans,Chilated Micronutrient,11
110,45,50,6.0,800.0,25.0,74.4033278253871,Cotton,Magnesium Sulphate,5
26,32,32,6.810186079,90.14047759,30.91471455,49.92963856,Mango,SSP,1
115,50,55,6.5,900.0,30.0,53.271465851894945,Cotton,Magnesium Sulphate,5
14,35,0,6.715267006425881,819.1890095280302,29.0,58.0,Cotton,DAP,0
150,45,70,7.0,900.0,30.0,63.73541996381024,Cotton,13:32:26 NPK,18
113,28,48,6.170520518,24.44267592,28.87726019,92.48839665,Muskmelon,12:32:16 NPK,7
23,75,17,7.198076286,48.28137482,24.87425505,64.00213929,Lentil,Chilated Micronutrient,11
80,40,25,7.0,700.0,35.0,35.523504143488516,Moong,SSP,1
150,60,85,7.0,800.0,30.0,81.52684650530745,Sugarcane,Urea,2
105,60,60,6.0,1400.0,30.0,48.26394284364429,Rice,Urea,2
60,30,40,6.0,700.0,25.0,72.93569400406557,Jowar,SSP,1
55,20,35,7.5,400.0,25.0,67.05779698706854,Jowar,10:26:26 NPK,4
115,40,65,6.5,800.0,25.0,73.86314507011356,Cotton,13:32:26 NPK,18
120,70,145,6.5,1000.0,20.0,71.06161941568718,Sugarcane,DAP,0
84,29,49,6.251420275,20.39020503,29.94349168,93.90741192,Muskmelon,Urea,2
36,54,46,6.662875839,214.4103848,42.54744013,94.94482086,Papaya,Urea,2
105,25,55,6.0,700.0,30.0,55.6112253732754,Cotton,12:32:16 NPK,7
80,60,55,6.0,500.0,15.0,74.54753439727834,Wheat,19:19:19 NPK,6
130,65,95,7.0,800.0,30.0,47.560766836918035,Sugarcane,MOP,3
110,78,50,5.915568968,98.21747528,25.93730186,78.89864446,Banana,19:19:19 NPK,6
82,48,36,6.352076783,193.2418382,25.79351957,81.76904006,Jute,Urea,2
21,80,20,7.350869792,64.32887142,28.20667264,68.27085245,Blackgram,Chilated Micronutrient,11
26,121,201,6.162034371,112.3126628,22.19109412,90.02575116,Apple,Urea,2
85,45,50,7.0,1000.0,25.0,53.095562021283264,Rice,50:26:26 NPK,16
2,39,15,6.478557136,49.61865305,28.07219563,82.9116472,MungBean,SSP,1
45,25,25,6.0,400.0,25.0,44.06416670090012,Tur,Urea,2
9,17,32,5.842317989,172.0540491,25.94951662,93.40548703,Coconut,MOP,3
26,64,22,5.16516459,109.1821183,25.95058595,40.58227261,PigeonPeas,Urea,2
120,80,60,7.5,600.0,30.0,66.63911734671305,Cotton,DAP,0
125,70,135,6.0,1000.0,25.0,68.65403117436412,Sugarcane,DAP,0
110,50,50,5.5,700.0,35.0,54.36357566239733,Rice,Urea,2
100,45,40,6.5,900.0,20.0,46.24367796161006,Wheat,19:19:19 NPK,6
115,40,45,6.5,1000.0,25.0,66.61698019228785,Wheat,19:19:19 NPK,6
115,40,40,6.0,500.0,15.0,81.71616443625193,Wheat,Urea,2
95,50,120,6.5,800.0,30.0,74.60717579069569,Grapes,Ferrous Sulphate,8
100,50,70,6.0,900.0,30.0,58.77763457416658,Cotton,DAP,0
75,45,45,6.5,600.0,20.0,44.00305263493457,Wheat,19:19:19 NPK,6
120,40,60,7.0,1000.0,35.0,48.60149420967034,Cotton,DAP,0
14,41,17,7.085982325,36.45012824,29.12939524,88.48312598,MungBean,SSP,1
96,13,55,6.700337732,21.13545688,29.5275305,94.57459443,Muskmelon,12:32:16 NPK,7
145,60,50,7.0,800.0,25.0,58.915779160094885,Cotton,Magnesium Sulphate,5
36,140,198,6.28188384,104.4267991,23.34386401,91.47684705,Apple,Ferrous Sulphate,8
70,45,50,6.5,1000.0,25.0,67.29670664311111,Wheat,Urea,2
58,79,17,7.04174124,62.31842057,27.24766491,66.10123083,Blackgram,Urea,2
120,55,60,6.0,1200.0,35.0,58.74182036371862,Rice,50:26:26 NPK,16
60,61,78,6.317153205,94.03659867,20.71219282,19.83643308,ChickPea,DAP,0
11,41,19,5.131779302,44.13827124,26.85911286,41.81420849,MothBeans,SSP,1
24,21,42,6.999014379,109.4429934,20.82210727,87.22815682,Pomegranate,Urea,2
29,57,20,5.87707519,53.39249517,25.60973447,50.7330069,MothBeans,Urea,2
120,55,60,6.0,700.0,25.0,55.63823731675537,Wheat,19:19:19 NPK,6
16,29,13,6.196907944,117.6236473,32.31944397,93.67804556,Orange,MOP,3
45,30,20,7.5,600.0,35.0,43.637138787937815,Moong,Urea,2
14,8,43,7.051654924,111.7162016,21.92513945,94.46485312,Pomegranate,Urea,2
31,137,196,6.400321212,120.6310784,22.14464104,93.82567435,Apple,12:32:16 NPK,7
90,60,45,7.0,1200.0,35.0,43.777451159147105,Rice,Urea,2
50,45,65,6.0,1000.0,25.0,43.57235200680241,Ginger,Urea,2
65,40,25,7.0,700.0,35.0,21.632090409378108,Moong,SSP,1
150,45,60,6.0,1000.0,35.0,43.29641107694113,Cotton,Magnesium Sulphate,5
115,50,40,6.5,900.0,20.0,52.787809686685286,Wheat,Urea,2
145,80,60,7.5,500.0,25.0,56.358311489467305,Maize,MOP,3
67,43,39,5.999969026,186.7536773,26.04371967,84.96907151,Rice,Urea,2
110,60,65,7.5,800.0,25.0,61.148835858636296,Cotton,Magnesium Sulphate,5
84,39,35,6.959404135,117.3113562,23.17714381,52.13864034,Coffee,Urea,2
113,19,46,6.286387658,49.52320689,25.41864024,81.12122989,Watermelon,Magnesium Sulphate,5
110,50,40,6.5,700.0,15.0,71.30327625530292,Wheat,19:19:19 NPK,6
75,45,40,6.5,1000.0,25.0,67.9349736289329,Wheat,19:19:19 NPK,6
9,35,20,6.91380932,40.53173216,27.41503453,80.98004661,MungBean,SSP,1
60,35,25,7.0,500.0,30.0,44.44837585981034,Urad,Urea,2
120,80,50,7.5,600.0,20.0,54.30605226993037,Wheat,Urea,2
135,60,70,6.0,900.0,30.0,65.32977055693267,Cotton,DAP,0
105,40,45,6.5,1000.0,25.0,45.13377079635461,Wheat,19:19:19 NPK,6
93,85,49,5.694243847,119.4765557,27.96799119,79.28625709,Banana,Urea,2
72,41,36,6.065898283,152.9801697,26.50838667,86.84264005,Jute,Urea,2
50,35,30,7.0,600.0,25.0,58.14575485968822,Jowar,Urea,2
89,58,35,6.096838784,167.0576456,23.98651719,82.09053379,Jute,Urea,2
70,50,40,6.5,900.0,30.0,77.58740746014483,Jowar,10:26:26 NPK,4
110,65,45,6.5,600.0,20.0,70.48029108535611,Wheat,19:19:19 NPK,6
125,55,60,7.0,1000.0,35.0,28.344768315005332,Cotton,Magnesium Sulphate,5
10,15,0,6.715267006425881,819.1890095280302,27.0,53.0,Sugarcane,20-20,10
16,14,30,6.37466756,209.8453993,29.70931288,96.30484325,Coconut,SSP,1
135,65,70,7.0,1000.0,30.0,79.22628508575025,Sugarcane,DAP,0
32,57,18,5.695422863,107.3850593,15.53834801,23.75560241,KidneyBeans,DAP,0
105,50,45,7.0,900.0,20.0,79.19025577609,Wheat,Urea,2
40,20,20,6.0,600.0,20.0,69.89928975409985,Masoor,Urea,2
125,60,50,7.0,600.0,25.0,73.39337761748497,Maize,MOP,3
150,65,65,7.0,1100.0,25.0,46.136878500641174,Sugarcane,Urea,2
118,21,34,7.234258375,119.6324109,24.38534644,64.72543073,Coffee,Urea,2
100,60,115,7.5,1500.0,35.0,56.80617110211287,Sugarcane,MOP,3
131,56,20,7.762647875,92.23645249,22.00817088,81.83896111,Cotton,Urea,2
30,41,15,5.88509677,52.0810886,24.83206631,44.17085032,MothBeans,SSP,1
120,25,55,6.0,700.0,30.0,60.20883856872693,Cotton,12:32:16 NPK,7
22,51,16,8.639586199,70.10472076,27.96583691,61.34900107,MothBeans,Chilated Micronutrient,11
9,11,8,6.559236744,111.7803734,24.85903405,94.39000473,Orange,MOP,3
120,60,60,7.0,900.0,30.0,57.17021413397169,Cotton,12:32:16 NPK,7
90,50,110,6.5,1000.0,30.0,59.424855225844155,Sugarcane,DAP,0
45,30,15,6.5,700.0,25.0,58.40698493034522,Gram,18:46:00 NPK,13
45,30,30,7.5,600.0,35.0,57.12620854558406,Moong,MOP,3
60,43,44,7.416245107,298.4018471,21.01944696,82.95221726,Rice,19:19:19 NPK,6
30,45,25,6.5,700.0,30.0,62.97185204530633,Tur,Urea,2
20,45,20,6.5,600.0,30.0,80.99883893961436,Groundnut,Chilated Micronutrient,11
95,60,55,6.0,1000.0,20.0,58.51606199572609,Rice,Urea,2
8,120,196,6.053662544,69.81855775,24.06679352,82.66396666,Grapes,Ferrous Sulphate,8
40,50,20,6.0,600.0,25.0,42.670494236513484,Tur,SSP,1
140,60,120,6.5,1000.0,20.0,76.7421354684545,Sugarcane,MOP,3
115,75,65,7.5,500.0,25.0,76.18757578278354,Cotton,Magnesium Sulphate,5
65,60,55,6.0,500.0,15.0,56.415228445639684,Wheat,19:19:19 NPK,6
36,0,0,6.715267006425881,819.1890095280302,28.0,54.0,Millets,Urea,2
10,35,0,6.715267006425881,819.1890095280302,35.0,67.0,Barley,DAP,0
107,42,24,6.144631795,86.00758678,22.04612876,84.62978302,Cotton,Urea,2
35,45,30,6.0,800.0,15.0,74.005388397138,Gram,MOP,3
38,60,76,8.868741443,77.92798682,18.65054116,17.80852431,ChickPea,DAP,0
125,60,70,6.0,900.0,30.0,51.178718749164474,Cotton,DAP,0
26,72,22,4.674941549,91.72084869,28.76794904,37.57792132,PigeonPeas,SSP,1
117,56,15,7.368258226,89.1188212,25.99237426,77.0543546,Cotton,Urea,2
135,90,140,7.0,1000.0,25.0,50.93709741894361,Sugarcane,MOP,3
30,35,30,6.5,800.0,30.0,48.428460380934624,Urad,SSP,1
94,91,51,5.618094446,109.575944,29.16093424,76.67484233,Banana,Urea,2
120,70,125,7.0,1400.0,30.0,60.30701458443975,Sugarcane,Urea,2
32,11,31,6.461225827,131.2116167,29.51611558,92.56492864,Coconut,Urea,2
145,65,145,7.5,1200.0,30.0,57.10195820819271,Sugarcane,DAP,0
20,25,50,6.0,1600.0,25.0,73.03663899368894,Turmeric,Ferrous Sulphate,8
100,50,65,6.5,800.0,25.0,79.95515860406492,Cotton,Magnesium Sulphate,5
80,40,30,7.0,700.0,35.0,39.31476585172283,Moong,MOP,3
45,30,10,6.5,600.0,25.0,52.50075953660826,Gram,MOP,3
125,70,50,6.5,500.0,30.0,64.2576008299348,Maize,MOP,3
50,35,20,6.0,600.0,30.0,59.315812249830074,Tur,SSP,1
105,75,45,6.5,900.0,30.0,52.04697890844428,Cotton,DAP,0
20,40,30,6.5,900.0,35.0,40.07972904218161,Groundnut,Chilated Micronutrient,11
150,60,150,6.0,900.0,30.0,55.236905125992976,Sugarcane,Urea,2
150,40,75,6.5,1000.0,35.0,37.48616284021644,Cotton,DAP,0
65,35,20,7.0,500.0,30.0,56.08236636129937,Urad,DAP,0
33,80,22,6.593961761,70.0866434,28.57006111,65.71765781,Blackgram,Urea,2
145,80,145,7.0,1100.0,35.0,60.304680946491246,Sugarcane,MOP,3
40,30,30,7.0,700.0,30.0,43.349691281201565,Jowar,10:26:26 NPK,4
65,45,45,6.5,600.0,20.0,54.882200751240376,Wheat,19:19:19 NPK,6
1,76,19,6.669529416,177.3377996,24.18553163,46.68746847,PigeonPeas,SSP,1
8,7,10,6.929216014,105.2132259,28.2620488,91.98317355,Orange,MOP,3
140,80,150,7.0,1400.0,30.0,72.33968421765057,Sugarcane,MOP,3
85,60,55,6.0,700.0,25.0,64.1989834453404,Wheat,Urea,2
55,30,20,6.5,600.0,35.0,57.729703424358874,Jowar,10:26:26 NPK,4
135,80,125,7.5,1500.0,25.0,65.91508711068293,Sugarcane,DAP,0
94,5,55,6.085682344,26.88372572,28.5854649,91.89216849,Muskmelon,12:32:16 NPK,7
135,60,140,6.5,900.0,20.0,47.348662228028964,Sugarcane,DAP,0
51,57,55,6.676407337,108.4103158,24.70528368,90.14732171,Papaya,Urea,2
67,59,41,6.012632591,213.3560921,21.94766735,80.97384195,Rice,19:19:19 NPK,6
125,65,145,7.0,1000.0,25.0,71.77092767279868,Sugarcane,DAP,0
125,65,100,6.5,700.0,25.0,52.13759037113359,Sugarcane,DAP,0
67,55,44,7.251847296,182.2685447,26.284017,75.14640198,Jute,19:19:19 NPK,6
25,40,20,7.0,1000.0,25.0,76.49684627629641,Urad,SSP,1
53,74,15,7.517097,72.17818157,29.43463808,64.94329356,Blackgram,SSP,1
100,70,40,6.0,800.0,25.0,53.54484828953562,Cotton,12:32:16 NPK,7
65,60,60,6.0,800.0,25.0,72.41631797916071,Jowar,10:26:26 NPK,4
100,70,70,8.5,500.0,20.0,81.90062936837968,Cotton,Magnesium Sulphate,5
21,137,196,5.812781806,123.5900822,23.6119202,91.70293849,Apple,Ferrous Sulphate,8
130,60,80,6.5,1200.0,20.0,60.457641873950806,Sugarcane,MOP,3
20,20,15,7.0,800.0,35.0,54.091650429953845,Moong,MOP,3
99,5,47,6.649086972,51.19470197,24.13078816,84.84494575,Watermelon,Magnesium Sulphate,5
100,45,60,6.0,500.0,15.0,64.74816866729023,Wheat,19:19:19 NPK,6
120,55,60,6.0,800.0,35.0,23.810327152744634,Rice,50:26:26 NPK,16
40,65,49,6.678449318,163.9069365,35.32876402,91.06138506,Papaya,Urea,2
105,70,45,7.0,900.0,20.0,66.43056966642585,Wheat,19:19:19 NPK,6
12,19,31,5.566704378,91.87312479,27.25373364,52.66319725,Mango,Urea,2
11,72,22,6.842744374,172.40168,29.37735586,44.82294584,PigeonPeas,SSP,1
